listing_id,district,community,listing_type,property_type,bedrooms,bathrooms,size_sqm,price_aed,price_per_sqm_aed,furnished,amenities,latitude,longitude,listed_date,status,agency_type
LST-05736,Zayed City,Zayed City Park,rent,townhouse,5,6,357,295000,826,true,balcony;covered_parking;ev_charger;gym;security_24h;shared_garden,24.34781,54.53872,2026-04-15,under_offer,brokerage
LST-05737,Al Bahia,Al Bahia Park,sale,apartment,3,3,127,935000,7362,true,gym;pool,24.56205,54.66239,2025-08-31,available,brokerage
LST-05738,Corniche,Corniche Commons,sale,studio,0,1,46,808000,17565,false,maids_room;shared_garden,24.48279,54.3485,2025-11-15,available,brokerage
LST-05739,Al Maqta,Al Maqta Bay,rent,penthouse,5,6,307,239000,779,false,central_ac;study,24.40909,54.51938,2025-06-17,available,brokerage
LST-05740,Al Bateen,Al Bateen Park,rent,apartment,3,3,132,122000,924,true,beach_access;central_ac;ev_charger;smart_home,24.46909,54.34681,2026-05-12,available,brokerage
LST-05741,Al Zahiyah,Al Zahiyah Quarter,sale,studio,0,1,45,612000,13600,false,balcony;beach_access;covered_parking;security_24h;shared_garden;smart_home,24.50536,54.38363,2025-12-31,available,brokerage
LST-05742,Al Shamkha,Al Shamkha Bay,sale,apartment,4,5,211,1533000,7265,true,built_in_wardrobes;covered_parking;ev_charger;maids_room;shared_garden;smart_home,24.339,54.71973,2026-05-29,sold,brokerage
LST-05743,Zayed City,Zayed City Square,sale,villa,5,5,485,6147000,12674,true,covered_parking;gym,24.3281,54.53114,2025-09-11,available,developer_direct
LST-05744,Yas Island,Yas Island Gardens,rent,studio,0,1,48,52000,1083,true,covered_parking;gym,24.47968,54.59048,2025-11-12,let,private_owner
LST-05745,Danet Abu Dhabi,Danet Abu Dhabi Views,rent,villa,3,4,280,239000,854,true,beach_access;kids_play_area;security_24h;smart_home,24.42689,54.3772,2025-07-03,available,developer_direct
LST-05746,Al Bahia,Al Bahia Commons,rent,apartment,1,1,234,139000,594,true,beach_access;central_ac;maids_room,24.53609,54.66222,2025-08-11,available,brokerage
LST-05747,Al Reef,Al Reef Towers,rent,townhouse,4,4,258,143000,554,false,built_in_wardrobes;central_ac;gym;shared_garden;smart_home,24.42476,54.69915,2025-11-29,available,developer_direct
LST-05748,Al Ghadeer,Al Ghadeer Heights,rent,apartment,3,3,229,145000,633,false,covered_parking;pool;shared_garden;smart_home,24.31342,54.78264,2026-04-14,available,developer_direct
LST-05749,Al Reef,Al Reef Park,sale,apartment,3,3,181,1611000,8901,false,concierge;maids_room;security_24h;smart_home,24.41649,54.68021,2025-11-27,sold,private_owner
LST-05750,Mussafah,Mussafah Park,sale,apartment,1,1,184,984000,5348,false,kids_play_area;maids_room;pool,24.36232,54.493,2026-04-14,available,brokerage
LST-05751,Al Ghadeer,Al Ghadeer Park,sale,villa,7,8,421,3301000,7841,false,balcony;built_in_wardrobes;covered_parking;study,24.30646,54.76006,2025-11-15,available,brokerage
LST-05752,Al Raha Beach,Al Raha Beach Heights,rent,townhouse,3,4,334,437000,1308,true,built_in_wardrobes;concierge;maids_room;pool,24.44632,54.61146,2026-01-21,under_offer,brokerage
LST-05753,Al Maqta,Al Maqta Views,sale,apartment,4,5,137,1245000,9088,true,built_in_wardrobes;central_ac;concierge;covered_parking;pool,24.41068,54.51005,2025-07-20,under_offer,private_owner
LST-05754,Al Bahia,Al Bahia Park,sale,villa,4,5,495,3642000,7358,false,built_in_wardrobes;gym;maids_room;pool;study,24.53897,54.6694,2025-10-23,available,brokerage
LST-05755,Al Khalidiyah,Al Khalidiyah Views,sale,villa,7,8,552,8424000,15261,true,balcony;central_ac;ev_charger;pool,24.4813,54.33611,2025-11-30,available,developer_direct
LST-05756,Yas Island,Yas Island Quarter,rent,studio,0,1,39,31000,795,true,balcony;beach_access;built_in_wardrobes;ev_charger;maids_room;pool,24.4763,54.60373,2025-06-13,available,brokerage
LST-05757,Masdar City,Masdar City Square,rent,villa,3,4,654,601000,919,false,central_ac;ev_charger;pool,24.43006,54.60739,2025-08-22,under_offer,developer_direct
LST-05758,Masdar City,Masdar City Residences,rent,apartment,2,3,81,68000,840,false,balcony;gym;security_24h,24.42119,54.63182,2025-09-02,available,developer_direct
LST-05759,Al Zahiyah,Al Zahiyah Park,rent,apartment,1,1,183,97000,530,true,beach_access;central_ac;covered_parking;kids_play_area;study,24.48957,54.38562,2025-12-28,let,brokerage
LST-05760,Yas Island,Yas Island Park,sale,apartment,3,3,174,2013000,11569,false,built_in_wardrobes;kids_play_area,24.49941,54.61481,2025-06-20,available,private_owner
LST-05761,Corniche,Corniche Heights,rent,penthouse,3,4,396,451000,1139,true,ev_charger;study,24.47076,54.34746,2025-10-06,available,brokerage
LST-05762,Al Khalidiyah,Al Khalidiyah Quarter,rent,apartment,2,2,178,159000,893,false,balcony;covered_parking;gym;pool,24.46981,54.36256,2025-11-04,under_offer,developer_direct
LST-05763,Saadiyat Island,Saadiyat Island Heights,sale,apartment,4,5,101,1756000,17386,false,covered_parking;maids_room,24.54282,54.41195,2025-09-01,available,brokerage
LST-05764,Al Zahiyah,Al Zahiyah Square,sale,villa,4,4,574,7487000,13044,true,gym;security_24h,24.47273,54.35073,2026-05-09,under_offer,developer_direct
LST-05765,Al Ghadeer,Al Ghadeer Views,sale,townhouse,3,3,238,1585000,6660,false,beach_access;ev_charger;smart_home,24.28323,54.79248,2025-12-08,available,private_owner
LST-05766,Mussafah,Mussafah Heights,rent,penthouse,5,5,284,146000,514,false,beach_access;built_in_wardrobes;covered_parking;ev_charger;gym,24.34607,54.51294,2025-08-28,available,private_owner
LST-05767,Al Maryah Island,Al Maryah Island Residences,sale,apartment,2,2,67,1580000,23582,false,kids_play_area;maids_room;pool,24.51053,54.41049,2026-04-03,sold,brokerage
LST-05768,Al Khalidiyah,Al Khalidiyah Towers,rent,apartment,3,3,113,122000,1080,false,beach_access;concierge;gym;security_24h,24.47847,54.33297,2026-02-05,available,private_owner
LST-05769,Khalifa City,Khalifa City Park,sale,penthouse,3,4,408,4844000,11873,false,central_ac;shared_garden,24.42933,54.57983,2025-10-15,available,brokerage
LST-05770,Yas Island,Yas Island Commons,rent,apartment,4,4,240,289000,1204,false,beach_access;central_ac;concierge;pool;security_24h;study,24.48513,54.6167,2025-10-15,available,developer_direct
LST-05771,Khalifa City,Khalifa City Park,rent,studio,0,1,37,28000,757,false,central_ac;concierge;gym;security_24h;shared_garden,24.4117,54.56345,2026-01-16,available,developer_direct
LST-05772,Corniche,Corniche Square,rent,townhouse,3,4,215,208000,967,false,built_in_wardrobes;covered_parking;ev_charger;shared_garden;smart_home,24.47472,54.31921,2025-07-12,available,brokerage
LST-05773,Al Bateen,Al Bateen Bay,sale,studio,0,1,43,732000,17023,false,concierge;ev_charger,24.46224,54.31664,2025-11-02,available,brokerage
LST-05774,Al Bahia,Al Bahia Square,rent,apartment,3,2,211,112000,531,true,beach_access;built_in_wardrobes;gym;kids_play_area;shared_garden;smart_home,24.56575,54.67179,2026-01-23,let,brokerage
LST-05775,Corniche,Corniche Residences,rent,apartment,4,5,215,213000,991,false,central_ac;concierge;gym;shared_garden,24.46119,54.32346,2026-01-26,under_offer,developer_direct
LST-05776,Al Reem Island,Al Reem Island Gardens,rent,apartment,1,1,83,63000,759,true,beach_access;ev_charger;pool;security_24h;smart_home,24.48056,54.41143,2026-05-08,available,developer_direct
LST-05777,Mussafah,Mussafah Heights,sale,townhouse,2,2,192,1307000,6807,false,built_in_wardrobes;central_ac;security_24h,24.33926,54.4837,2026-01-12,available,brokerage
LST-05778,Mohammed Bin Zayed City,Mohammed Bin Zayed City Park,sale,townhouse,3,3,229,2308000,10079,false,covered_parking;ev_charger;maids_room;smart_home;study,24.336,54.55992,2025-07-27,available,private_owner
LST-05779,Mohammed Bin Zayed City,Mohammed Bin Zayed City Park,sale,townhouse,5,5,293,2563000,8747,true,built_in_wardrobes;central_ac;concierge;covered_parking;shared_garden,24.30611,54.53561,2026-03-11,available,developer_direct
LST-05780,Al Zahiyah,Al Zahiyah Bay,sale,penthouse,3,2,295,3957000,13414,false,balcony;built_in_wardrobes;central_ac;shared_garden,24.4827,54.38763,2025-10-06,under_offer,developer_direct
LST-05781,Saadiyat Island,Saadiyat Island Quarter,sale,apartment,1,1,58,990000,17069,true,concierge;covered_parking;gym;shared_garden,24.53273,54.43875,2025-08-06,available,brokerage
LST-05782,Al Maryah Island,Al Maryah Island Gardens,sale,apartment,2,3,105,2216000,21105,false,balcony;gym;kids_play_area;pool;security_24h,24.4907,54.37028,2025-11-26,available,brokerage
LST-05783,Corniche,Corniche Park,rent,apartment,2,1,55,43000,782,true,balcony;central_ac;kids_play_area;shared_garden;study,24.48036,54.32877,2026-02-08,available,developer_direct
LST-05784,Al Bahia,Al Bahia Commons,sale,studio,0,1,29,281000,9690,false,kids_play_area;maids_room;smart_home,24.55223,54.6457,2025-09-10,sold,developer_direct
LST-05785,Al Maqta,Al Maqta Commons,sale,apartment,3,3,69,420000,6087,false,central_ac;pool,24.41397,54.50642,2025-11-17,sold,private_owner
LST-05786,Al Maryah Island,Al Maryah Island Quarter,rent,studio,0,1,48,45000,938,true,beach_access;covered_parking;ev_charger;kids_play_area,24.49821,54.38246,2025-08-21,available,developer_direct
LST-05787,Al Bahia,Al Bahia Square,sale,studio,0,1,33,246000,7455,true,built_in_wardrobes;concierge;pool;security_24h,24.54315,54.65376,2026-05-28,under_offer,brokerage
LST-05788,Al Shamkha,Al Shamkha Towers,rent,apartment,1,1,185,144000,778,false,balcony;built_in_wardrobes;kids_play_area;maids_room;shared_garden;study,24.34007,54.7145,2025-09-09,let,brokerage
LST-05789,Al Bahia,Al Bahia Views,rent,apartment,3,2,209,161000,770,true,central_ac;gym;maids_room;study,24.53463,54.63968,2026-03-11,available,brokerage
LST-05790,Corniche,Corniche Square,rent,apartment,3,2,129,137000,1062,false,covered_parking;kids_play_area;smart_home,24.4596,54.32511,2025-09-03,under_offer,brokerage
LST-05791,Mussafah,Mussafah Park,rent,studio,0,1,44,25000,568,true,beach_access;concierge;covered_parking;smart_home,24.34639,54.50629,2025-08-21,available,brokerage
LST-05792,Al Reem Island,Al Reem Island Commons,sale,townhouse,2,2,207,2978000,14386,false,balcony;built_in_wardrobes;smart_home,24.49208,54.38994,2025-09-23,under_offer,brokerage
LST-05793,Al Bahia,Al Bahia Square,rent,townhouse,2,2,188,96000,511,false,balcony;built_in_wardrobes;concierge;pool;smart_home,24.5412,54.66142,2026-04-07,available,private_owner
LST-05794,Al Zahiyah,Al Zahiyah Residences,rent,townhouse,2,2,320,227000,709,true,maids_room;pool;security_24h;smart_home,24.48684,54.36936,2025-09-27,under_offer,brokerage
LST-05795,Mohammed Bin Zayed City,Mohammed Bin Zayed City Towers,rent,penthouse,5,4,379,291000,768,true,beach_access;ev_charger;kids_play_area,24.31493,54.53154,2025-06-30,available,brokerage
LST-05796,Corniche,Corniche Heights,rent,penthouse,4,4,398,579000,1455,false,ev_charger;gym;maids_room;pool;shared_garden;smart_home,24.46122,54.33724,2026-02-26,available,developer_direct
LST-05797,Yas Island,Yas Island Commons,rent,studio,0,1,28,26000,929,true,beach_access;covered_parking;gym;shared_garden,24.49986,54.58342,2025-06-26,under_offer,brokerage
LST-05798,Al Maryah Island,Al Maryah Island Park,rent,studio,0,1,28,45000,1607,true,beach_access;ev_charger,24.50771,54.37948,2025-08-07,under_offer,private_owner
LST-05799,Zayed City,Zayed City Views,rent,apartment,1,1,188,153000,814,false,beach_access;covered_parking;gym;pool;study,24.33765,54.56159,2025-09-10,available,brokerage
LST-05800,Mohammed Bin Zayed City,Mohammed Bin Zayed City Quarter,rent,apartment,4,4,145,117000,807,true,beach_access;maids_room;smart_home,24.32179,54.53992,2026-05-25,available,developer_direct
LST-05801,Al Ghadeer,Al Ghadeer Quarter,rent,villa,6,6,449,266000,592,true,balcony;security_24h,24.31387,54.80112,2025-07-30,let,brokerage
LST-05802,Masdar City,Masdar City Heights,rent,apartment,3,3,145,132000,910,false,concierge;covered_parking;kids_play_area;security_24h;smart_home,24.43863,54.63459,2025-08-20,available,developer_direct
LST-05803,Saadiyat Island,Saadiyat Island Commons,sale,villa,5,5,351,6220000,17721,false,central_ac;ev_charger;kids_play_area;maids_room;pool,24.53589,54.44273,2025-08-16,sold,brokerage
LST-05804,Khalifa City,Khalifa City Gardens,sale,penthouse,4,4,465,6097000,13112,false,balcony;ev_charger;pool;study,24.40554,54.59871,2025-06-04,available,brokerage
LST-05805,Saadiyat Island,Saadiyat Island Towers,sale,townhouse,4,4,226,3836000,16973,true,balcony;beach_access;built_in_wardrobes;maids_room;security_24h;shared_garden,24.54937,54.44386,2026-03-03,available,brokerage
LST-05806,Corniche,Corniche Residences,rent,apartment,4,4,195,218000,1118,false,central_ac;concierge,24.45872,54.33913,2026-03-11,available,private_owner
LST-05807,Saadiyat Island,Saadiyat Island Quarter,sale,apartment,1,1,151,3806000,25205,false,concierge;kids_play_area;pool;security_24h;shared_garden,24.54965,54.44187,2026-04-12,under_offer,brokerage
LST-05808,Al Ghadeer,Al Ghadeer Bay,rent,studio,0,1,44,29000,659,false,concierge;ev_charger,24.31758,54.7798,2025-12-30,let,brokerage
LST-05809,Al Raha Beach,Al Raha Beach Park,rent,apartment,2,2,76,90000,1184,false,central_ac;maids_room;shared_garden,24.46447,54.61334,2025-10-28,let,brokerage
LST-05810,Al Khalidiyah,Al Khalidiyah Views,rent,villa,3,3,481,529000,1100,false,central_ac;gym;maids_room;pool;smart_home,24.48236,54.33926,2026-02-16,available,private_owner
LST-05811,Khalifa City,Khalifa City Quarter,sale,townhouse,4,5,290,2961000,10210,false,ev_charger;kids_play_area;maids_room;pool;study,24.42053,54.58154,2026-02-10,sold,brokerage
LST-05812,Al Reem Island,Al Reem Island Commons,sale,townhouse,2,2,345,4868000,14110,false,beach_access;built_in_wardrobes;central_ac;concierge;kids_play_area;study,24.50076,54.41117,2025-11-09,under_offer,developer_direct
LST-05813,Yas Island,Yas Island Bay,rent,townhouse,5,6,171,157000,918,false,beach_access;covered_parking;gym;maids_room;pool;shared_garden,24.48918,54.59994,2025-07-04,let,developer_direct
LST-05814,Al Reef,Al Reef Commons,sale,villa,6,6,468,4095000,8750,false,built_in_wardrobes;covered_parking;ev_charger;kids_play_area;pool;smart_home,24.44727,54.69937,2026-02-13,available,brokerage
LST-05815,Al Maqta,Al Maqta Towers,sale,studio,0,1,48,420000,8750,false,balcony;ev_charger;kids_play_area;shared_garden;smart_home,24.41297,54.52355,2025-12-15,available,brokerage
LST-05816,Al Maryah Island,Al Maryah Island Quarter,sale,apartment,1,1,137,2388000,17431,false,concierge;maids_room,24.5161,54.40472,2025-08-21,sold,developer_direct
LST-05817,Al Bateen,Al Bateen Park,rent,apartment,3,2,162,165000,1019,false,balcony;beach_access;central_ac;covered_parking;shared_garden;smart_home,24.45376,54.35188,2026-03-14,under_offer,brokerage
LST-05818,Masdar City,Masdar City Bay,rent,studio,0,1,35,24000,686,false,built_in_wardrobes;central_ac;concierge;security_24h;shared_garden,24.41857,54.62459,2025-09-28,let,private_owner
LST-05819,Al Reem Island,Al Reem Island Gardens,rent,apartment,4,5,95,69000,726,true,concierge;ev_charger;pool;security_24h;shared_garden;study,24.48592,54.39799,2025-07-25,available,brokerage
LST-05820,Al Bateen,Al Bateen Commons,rent,apartment,1,1,109,136000,1248,false,balcony;ev_charger;kids_play_area,24.44529,54.31353,2026-02-16,let,developer_direct
LST-05821,Al Reef,Al Reef Views,rent,villa,6,7,645,476000,738,true,balcony;beach_access;central_ac;gym;smart_home,24.42255,54.68106,2025-07-24,available,developer_direct
LST-05822,Al Maqta,Al Maqta Quarter,sale,penthouse,5,5,238,3748000,15748,true,balcony;beach_access;built_in_wardrobes;concierge;pool;smart_home,24.411,54.49102,2025-07-06,available,brokerage
LST-05823,Al Ghadeer,Al Ghadeer Park,sale,apartment,4,4,87,677000,7782,false,central_ac;covered_parking;ev_charger;kids_play_area;study,24.28897,54.80069,2026-04-01,available,private_owner
LST-05824,Al Raha Beach,Al Raha Beach Bay,sale,townhouse,3,3,266,3988000,14992,false,central_ac;kids_play_area,24.44373,54.60573,2025-10-06,available,brokerage
LST-05825,Al Raha Beach,Al Raha Beach Views,sale,apartment,1,1,232,3163000,13634,true,covered_parking;ev_charger,24.46001,54.61042,2026-03-23,under_offer,private_owner
LST-05826,Khalifa City,Khalifa City Gardens,sale,apartment,4,3,118,1149000,9737,false,balcony;covered_parking;gym;pool,24.41426,54.57994,2026-01-24,available,developer_direct
LST-05827,Mussafah,Mussafah Heights,rent,villa,3,4,589,275000,467,true,kids_play_area;maids_room,24.33266,54.48894,2026-01-06,let,private_owner
LST-05828,Al Shamkha,Al Shamkha Bay,sale,studio,0,1,28,284000,10143,false,balcony;central_ac;kids_play_area;maids_room;shared_garden;study,24.33041,54.6988,2025-09-06,available,private_owner
LST-05829,Danet Abu Dhabi,Danet Abu Dhabi Towers,sale,apartment,2,1,173,1625000,9393,true,concierge;kids_play_area;pool;study,24.41733,54.36951,2026-05-04,available,brokerage
LST-05830,Al Zahiyah,Al Zahiyah Gardens,rent,studio,0,1,31,40000,1290,true,balcony;concierge;gym;security_24h;study,24.47864,54.36475,2025-09-07,let,private_owner
LST-05831,Al Ghadeer,Al Ghadeer Quarter,rent,apartment,4,5,172,103000,599,true,covered_parking;ev_charger;security_24h;shared_garden,24.29983,54.7816,2025-11-16,available,brokerage
LST-05832,Al Reem Island,Al Reem Island Park,rent,townhouse,4,4,172,162000,942,false,balcony;covered_parking;pool;shared_garden,24.49421,54.4048,2025-06-17,available,brokerage
LST-05833,Al Khalidiyah,Al Khalidiyah Square,rent,apartment,3,4,134,110000,821,false,security_24h;study,24.47668,54.33785,2025-10-07,available,brokerage
LST-05834,Al Reem Island,Al Reem Island Commons,sale,villa,6,6,428,5579000,13035,false,beach_access;central_ac;covered_parking;ev_charger;shared_garden;smart_home,24.49269,54.39987,2026-03-14,under_offer,brokerage
LST-05835,Al Maryah Island,Al Maryah Island Residences,rent,villa,6,6,505,601000,1190,false,pool;security_24h,24.50715,54.39435,2026-03-09,available,private_owner
LST-05836,Al Bateen,Al Bateen Residences,rent,villa,4,4,571,585000,1025,true,beach_access;central_ac;smart_home;study,24.44825,54.32606,2026-04-03,available,private_owner
LST-05837,Al Reef,Al Reef Bay,rent,studio,0,1,31,19000,613,false,built_in_wardrobes;pool;security_24h,24.44736,54.69621,2026-05-18,available,developer_direct
LST-05838,Mohammed Bin Zayed City,Mohammed Bin Zayed City Gardens,sale,apartment,1,2,125,1003000,8024,true,central_ac;covered_parking,24.30296,54.55102,2025-07-08,available,brokerage
LST-05839,Zayed City,Zayed City Heights,sale,studio,0,1,38,290000,7632,false,beach_access;concierge;gym;study,24.33377,54.53158,2025-07-21,available,private_owner
LST-05840,Mohammed Bin Zayed City,Mohammed Bin Zayed City Heights,rent,penthouse,4,5,194,169000,871,true,ev_charger;smart_home,24.32619,54.5493,2025-07-04,available,brokerage
LST-05841,Al Ghadeer,Al Ghadeer Commons,rent,apartment,3,4,187,111000,594,false,shared_garden;study,24.30926,54.79236,2025-08-16,let,private_owner
LST-05842,Al Maryah Island,Al Maryah Island Bay,rent,studio,0,1,43,42000,977,true,ev_charger;security_24h,24.5122,54.37423,2026-04-07,under_offer,brokerage
LST-05843,Danet Abu Dhabi,Danet Abu Dhabi Square,rent,studio,0,1,39,44000,1128,true,balcony;beach_access;central_ac;ev_charger;kids_play_area;smart_home,24.43088,54.41064,2025-09-26,available,brokerage
LST-05844,Al Reem Island,Al Reem Island Quarter,sale,apartment,2,2,154,2214000,14377,false,concierge;gym;maids_room;security_24h;smart_home,24.48024,54.42217,2026-03-24,sold,private_owner
LST-05845,Al Raha Beach,Al Raha Beach Square,sale,townhouse,5,5,343,5474000,15959,false,maids_room;security_24h,24.44345,54.61509,2026-03-30,sold,developer_direct
LST-05846,Al Reem Island,Al Reem Island Heights,rent,studio,0,1,37,38000,1027,true,balcony;kids_play_area,24.5038,54.39102,2026-05-18,let,brokerage
LST-05847,Al Reef,Al Reef Bay,rent,penthouse,5,5,318,239000,752,true,built_in_wardrobes;concierge;ev_charger;gym;pool;shared_garden,24.42952,54.69799,2026-02-12,available,brokerage
LST-05848,Al Bateen,Al Bateen Park,rent,villa,4,4,569,477000,838,false,balcony;security_24h,24.44918,54.35026,2025-09-08,let,brokerage
LST-05849,Danet Abu Dhabi,Danet Abu Dhabi Residences,rent,studio,0,1,43,37000,860,true,beach_access;covered_parking;security_24h;smart_home,24.44177,54.37105,2025-09-02,under_offer,private_owner
LST-05850,Corniche,Corniche Residences,rent,apartment,2,2,221,175000,792,true,balcony;central_ac;concierge;gym;shared_garden;smart_home,24.46122,54.34289,2026-03-25,available,developer_direct
LST-05851,Masdar City,Masdar City Gardens,sale,penthouse,4,5,373,5297000,14201,false,beach_access;concierge,24.43949,54.59966,2025-11-03,under_offer,brokerage
LST-05852,Al Reef,Al Reef Heights,sale,apartment,4,4,115,954000,8296,false,central_ac;kids_play_area;maids_room;study,24.44513,54.68125,2025-09-01,available,developer_direct
LST-05853,Masdar City,Masdar City Towers,sale,townhouse,3,2,228,3089000,13548,false,balcony;beach_access;gym;kids_play_area;study,24.42161,54.60311,2025-06-07,sold,developer_direct
LST-05854,Al Bahia,Al Bahia Residences,sale,penthouse,3,3,218,1918000,8798,false,balcony;built_in_wardrobes;smart_home;study,24.5588,54.66131,2025-07-29,available,private_owner
LST-05855,Danet Abu Dhabi,Danet Abu Dhabi Heights,rent,apartment,1,1,85,63000,741,false,concierge;shared_garden,24.42336,54.39191,2025-05-31,under_offer,private_owner
LST-05856,Al Zahiyah,Al Zahiyah Bay,rent,apartment,3,3,124,92000,742,false,central_ac;kids_play_area;study,24.49871,54.35948,2025-09-26,available,private_owner
LST-05857,Masdar City,Masdar City Towers,rent,apartment,3,3,200,158000,790,true,kids_play_area;pool;study,24.42308,54.63202,2026-02-14,let,brokerage
LST-05858,Al Raha Beach,Al Raha Beach Views,sale,studio,0,1,41,670000,16341,false,balcony;central_ac;covered_parking;ev_charger;shared_garden,24.47637,54.62658,2025-09-20,available,brokerage
LST-05859,Al Bateen,Al Bateen Views,sale,apartment,1,1,213,3114000,14620,true,central_ac;security_24h;smart_home;study,24.43527,54.31334,2026-03-11,available,brokerage
LST-05860,Al Khalidiyah,Al Khalidiyah Square,rent,studio,0,1,30,40000,1333,false,balcony;gym;maids_room;study,24.47373,54.32921,2025-12-04,under_offer,brokerage
LST-05861,Danet Abu Dhabi,Danet Abu Dhabi Square,sale,studio,0,1,32,413000,12906,true,beach_access;built_in_wardrobes;central_ac;ev_charger;kids_play_area;study,24.44638,54.37332,2025-12-04,available,brokerage
LST-05862,Danet Abu Dhabi,Danet Abu Dhabi Quarter,sale,apartment,4,4,80,1078000,13475,true,central_ac;covered_parking;maids_room;security_24h;smart_home;study,24.41486,54.37878,2025-06-28,available,brokerage
LST-05863,Al Zahiyah,Al Zahiyah Gardens,sale,villa,6,6,273,2692000,9861,false,central_ac;covered_parking;ev_charger;kids_play_area;pool;smart_home,24.50577,54.39376,2025-11-15,available,brokerage
LST-05864,Al Ghadeer,Al Ghadeer Bay,rent,apartment,3,3,80,40000,500,true,central_ac;concierge;ev_charger,24.2833,54.79866,2025-11-21,under_offer,brokerage
LST-05865,Mohammed Bin Zayed City,Mohammed Bin Zayed City Gardens,sale,studio,0,1,46,389000,8457,false,balcony;ev_charger;maids_room;pool;smart_home,24.30617,54.54,2026-05-15,under_offer,brokerage
LST-05866,Danet Abu Dhabi,Danet Abu Dhabi Commons,rent,studio,0,1,46,33000,717,true,central_ac;gym;kids_play_area;pool;shared_garden;study,24.438,54.41111,2026-04-20,available,brokerage
LST-05867,Al Bahia,Al Bahia Towers,rent,townhouse,3,3,289,173000,599,false,balcony;central_ac;kids_play_area;pool;shared_garden,24.56017,54.64893,2025-07-05,available,brokerage
LST-05868,Al Ghadeer,Al Ghadeer Square,rent,apartment,3,3,178,128000,719,false,balcony;smart_home,24.30576,54.79408,2026-05-17,let,private_owner
LST-05869,Saadiyat Island,Saadiyat Island Park,rent,studio,0,1,47,46000,979,true,built_in_wardrobes;concierge;pool;security_24h;shared_garden,24.5518,54.41716,2026-02-11,available,brokerage
LST-05870,Mussafah,Mussafah Gardens,sale,villa,6,6,521,2988000,5735,false,balcony;beach_access;gym;kids_play_area;shared_garden;study,24.36739,54.50488,2025-08-27,available,private_owner
LST-05871,Danet Abu Dhabi,Danet Abu Dhabi Views,rent,studio,0,1,39,27000,692,false,covered_parking;shared_garden,24.43074,54.39784,2025-06-08,available,developer_direct
LST-05872,Al Khalidiyah,Al Khalidiyah Residences,sale,townhouse,2,2,279,3978000,14258,false,concierge;covered_parking;kids_play_area;pool,24.48299,54.32728,2026-02-26,sold,developer_direct
LST-05873,Al Ghadeer,Al Ghadeer Square,sale,penthouse,5,6,237,1973000,8325,true,balcony;built_in_wardrobes;central_ac;covered_parking;shared_garden;study,24.28584,54.79846,2025-12-02,available,developer_direct
LST-05874,Al Reem Island,Al Reem Island Bay,rent,apartment,2,1,157,137000,873,true,concierge;covered_parking;gym;kids_play_area;shared_garden,24.47522,54.42664,2025-08-18,under_offer,developer_direct
LST-05875,Corniche,Corniche Gardens,sale,apartment,4,5,150,1885000,12567,true,beach_access;concierge,24.45482,54.32612,2025-09-17,available,brokerage
LST-05876,Al Ghadeer,Al Ghadeer Commons,rent,apartment,3,3,209,107000,512,false,built_in_wardrobes;gym;smart_home,24.30216,54.78445,2026-01-24,available,developer_direct
LST-05877,Corniche,Corniche Quarter,sale,apartment,2,3,63,665000,10556,false,kids_play_area;security_24h;smart_home;study,24.47573,54.33861,2026-03-01,sold,developer_direct
LST-05878,Danet Abu Dhabi,Danet Abu Dhabi Gardens,rent,studio,0,1,46,42000,913,false,balcony;central_ac;concierge,24.42601,54.38393,2025-08-02,let,private_owner
LST-05879,Al Maryah Island,Al Maryah Island Square,rent,villa,3,2,415,545000,1313,false,maids_room;study,24.4991,54.40464,2025-12-28,available,developer_direct
LST-05880,Corniche,Corniche Bay,sale,villa,6,7,591,9568000,16190,false,ev_charger;gym;kids_play_area;pool;security_24h;shared_garden,24.48783,54.34636,2025-12-31,available,brokerage
LST-05881,Al Raha Beach,Al Raha Beach Bay,rent,apartment,1,2,127,136000,1071,false,balcony;central_ac;concierge,24.46772,54.61588,2025-08-25,available,brokerage
LST-05882,Al Bahia,Al Bahia Commons,sale,villa,5,5,497,5000000,10060,false,beach_access;built_in_wardrobes;covered_parking;kids_play_area;maids_room;smart_home,24.54354,54.656,2025-10-25,sold,developer_direct
LST-05883,Al Ghadeer,Al Ghadeer Residences,rent,studio,0,1,35,24000,686,true,central_ac;covered_parking;gym;smart_home,24.28856,54.77149,2026-05-18,available,brokerage
LST-05884,Mohammed Bin Zayed City,Mohammed Bin Zayed City Towers,rent,apartment,2,2,135,132000,978,false,built_in_wardrobes;central_ac;concierge;kids_play_area;security_24h,24.31289,54.55368,2026-04-01,under_offer,brokerage
LST-05885,Mussafah,Mussafah Quarter,rent,apartment,2,1,122,71000,582,true,central_ac;kids_play_area;pool;shared_garden,24.35732,54.49064,2026-04-06,available,brokerage
LST-05886,Corniche,Corniche Heights,rent,penthouse,4,4,386,584000,1513,false,balcony;covered_parking;gym;shared_garden;smart_home,24.47219,54.34098,2025-12-02,let,brokerage
LST-05887,Al Reem Island,Al Reem Island Square,rent,studio,0,1,32,34000,1062,false,beach_access;built_in_wardrobes;covered_parking;security_24h;smart_home,24.50439,54.42433,2026-03-28,available,developer_direct
LST-05888,Al Bahia,Al Bahia Bay,rent,apartment,3,3,100,78000,780,true,balcony;covered_parking;study,24.54983,54.67603,2026-03-08,available,brokerage
